==11544== NVPROF is profiling process 11544, command: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling application: ./inverse_bench tests/simpleMean/large_5_64_64.mats
==11544== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream          ID   Parent ID         Parent Block  Name
975.00ms  132.67us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         738           -                    -  transform_matrix(float**, float**, int, int, int) [6401]
975.14ms  5.6320us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       247         739           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6408]
975.15ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
975.23ms  8.0010us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         740           -                    -  normalizeRow(float**, float**, int, int) [6418]
975.28ms  133.35us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         741           -                    -  transform_matrix(float**, float**, int, int, int) [6425]
975.42ms  5.6960us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       248         742           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6432]
975.43ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
975.50ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         743           -                    -  normalizeRow(float**, float**, int, int) [6442]
975.56ms  132.99us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         744           -                    -  transform_matrix(float**, float**, int, int, int) [6449]
975.70ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       249         745           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6456]
975.70ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
975.78ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         746           -                    -  normalizeRow(float**, float**, int, int) [6466]
975.83ms  133.60us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         747           -                    -  transform_matrix(float**, float**, int, int, int) [6473]
975.97ms  5.4720us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       250         748           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6480]
975.98ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
976.05ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         749           -                    -  normalizeRow(float**, float**, int, int) [6490]
976.10ms  132.35us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         750           -                    -  transform_matrix(float**, float**, int, int, int) [6497]
976.24ms  5.6640us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       251         751           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6504]
976.25ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
976.33ms  8.1600us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         752           -                    -  normalizeRow(float**, float**, int, int) [6514]
976.38ms  133.51us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         753           -                    -  transform_matrix(float**, float**, int, int, int) [6521]
976.52ms  5.5040us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       252         754           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6528]
976.53ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
976.60ms  8.0010us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         755           -                    -  normalizeRow(float**, float**, int, int) [6538]
976.66ms  132.13us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         756           -                    -  transform_matrix(float**, float**, int, int, int) [6545]
976.81ms  5.7600us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       253         757           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6552]
976.82ms  1.9200us                    -               -         -         -         -        4B  2.0833MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
976.90ms  8.1920us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         758           -                    -  normalizeRow(float**, float**, int, int) [6562]
976.95ms  133.54us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         759           -                    -  transform_matrix(float**, float**, int, int, int) [6569]
977.09ms  5.6640us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       254         760           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6576]
977.10ms  1.9200us                    -               -         -         -         -        4B  2.0833MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
977.13ms  3.3280us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       254         761           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6584]
977.15ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       254         762           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6589]
977.23ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         763           -                    -  normalizeRow(float**, float**, int, int) [6598]
977.28ms  133.60us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         764           -                    -  transform_matrix(float**, float**, int, int, int) [6605]
977.42ms  5.5680us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       255         765           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6612]
977.43ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
977.50ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         766           -                    -  normalizeRow(float**, float**, int, int) [6622]
977.57ms  142.56us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         767           -                    -  transform_matrix(float**, float**, int, int, int) [6629]
977.71ms  5.5360us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       256         768           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6636]
977.72ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
977.80ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         769           -                    -  normalizeRow(float**, float**, int, int) [6646]
977.85ms  133.31us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         770           -                    -  transform_matrix(float**, float**, int, int, int) [6653]
977.99ms  5.5680us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       257         771           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6660]
978.00ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
978.07ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         772           -                    -  normalizeRow(float**, float**, int, int) [6670]
978.12ms  133.67us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         773           -                    -  transform_matrix(float**, float**, int, int, int) [6677]
978.26ms  5.7920us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       258         774           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6684]
978.27ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
978.34ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         775           -                    -  normalizeRow(float**, float**, int, int) [6694]
978.39ms  133.54us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         776           -                    -  transform_matrix(float**, float**, int, int, int) [6701]
978.53ms  5.3440us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       259         777           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6708]
978.54ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
978.57ms  3.6800us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       259         778           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6716]
978.59ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       259         779           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6721]
978.66ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         780           -                    -  normalizeRow(float**, float**, int, int) [6730]
978.71ms  133.79us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         781           -                    -  transform_matrix(float**, float**, int, int, int) [6737]
978.86ms  5.5360us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       260         782           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6744]
978.86ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
978.94ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         783           -                    -  normalizeRow(float**, float**, int, int) [6754]
978.99ms  133.79us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         784           -                    -  transform_matrix(float**, float**, int, int, int) [6761]
979.13ms  5.7280us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       261         785           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6768]
979.14ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
979.22ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         786           -                    -  normalizeRow(float**, float**, int, int) [6778]
979.28ms  133.15us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         787           -                    -  transform_matrix(float**, float**, int, int, int) [6785]
979.41ms  5.7610us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       262         788           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6792]
979.42ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
979.46ms  3.4240us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       262         789           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6800]
979.47ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       262         790           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6805]
979.54ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         791           -                    -  normalizeRow(float**, float**, int, int) [6814]
979.59ms  134.11us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         792           -                    -  transform_matrix(float**, float**, int, int, int) [6821]
979.73ms  5.5040us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       263         793           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6828]
979.74ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
979.82ms  8.0010us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         794           -                    -  normalizeRow(float**, float**, int, int) [6838]
979.87ms  134.12us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         795           -                    -  transform_matrix(float**, float**, int, int, int) [6845]
980.01ms  5.6000us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       264         796           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6852]
980.02ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
980.06ms  3.6800us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       264         797           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6860]
980.07ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       264         798           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6865]
980.14ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         799           -                    -  normalizeRow(float**, float**, int, int) [6874]
980.19ms  134.15us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         800           -                    -  transform_matrix(float**, float**, int, int, int) [6881]
980.33ms  5.5370us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       265         801           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6888]
980.34ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
980.38ms  3.3920us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       265         802           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6896]
980.39ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       265         803           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6901]
980.46ms  7.9360us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         804           -                    -  normalizeRow(float**, float**, int, int) [6910]
980.51ms  134.02us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         805           -                    -  transform_matrix(float**, float**, int, int, int) [6917]
980.65ms  5.8240us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       266         806           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6924]
980.66ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
980.70ms  3.7440us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       266         807           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6932]
980.71ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       266         808           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6937]
980.78ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         809           -                    -  normalizeRow(float**, float**, int, int) [6946]
980.85ms  134.40us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         810           -                    -  transform_matrix(float**, float**, int, int, int) [6953]
980.99ms  5.6320us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       267         811           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6960]
981.00ms  1.7600us                    -               -         -         -         -        4B  2.2727MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
981.04ms  3.6160us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       267         812           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6968]
981.06ms  3.2320us              (1 1 1)       (384 1 1)        17        0B        0B         -           -  GeForce GTX TIT         1       267         813           -                    -  void swap_kernel<float, int=0>(cublasSwapParams<float>) [6973]
981.13ms  7.9680us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         814           -                    -  normalizeRow(float**, float**, int, int) [6982]
981.18ms  133.99us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         815           -                    -  transform_matrix(float**, float**, int, int, int) [6989]
981.32ms  5.8560us              (1 1 1)       (256 1 1)        14  2.0480KB        0B         -           -  GeForce GTX TIT         1       268         816           -                    -  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>) [6996]
981.32ms  1.7280us                    -               -         -         -         -        4B  2.3148MB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
981.40ms  8.0000us              (1 1 1)        (64 1 1)        20        4B        0B         -           -  GeForce GTX TIT         1         7         817           -                    -  normalizeRow(float**, float**, int, int) [7006]
981.45ms  132.48us              (1 1 1)        (64 1 1)        20      768B      192B         -           -  GeForce GTX TIT         1         7         818           -                    -  transform_matrix(float**, float**, int, int, int) [7013]
981.58ms  6.5920us                    -               -         -         -         -  16.384KB  2.4854GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
982.41ms  4.9280us                    -               -         -         -         -  16.384KB  3.3247GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
982.47ms  13.711ms              (1 1 1)        (66 1 1)        31        0B        0B         -           -  GeForce GTX TIT         1         7         819           -                    -  decomposeCholeskyKernel(float*, int) [7026]
996.18ms  24.668ms              (1 1 1)        (66 1 1)        30        0B        0B         -           -  GeForce GTX TIT         1         7         820           -                    -  inverseLowerKernel(float*, int) [7030]
1.02085s  11.355ms              (1 1 1)        (66 1 1)        33        0B        0B         -           -  GeForce GTX TIT         1         7         821           -                    -  multiplyLowerKernel(float*, int) [7034]
1.03221s  7.1040us                    -               -         -         -         -  16.384KB  2.3063GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy DtoH]
1.03294s  4.9290us                    -               -         -         -         -  16.384KB  3.3240GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
1.03295s  2.8480us                    -               -         -         -         -  16.384KB  5.7528GB/s  GeForce GTX TIT         1         7           -           -                    -  [CUDA memcpy HtoD]
1.03311s  9.6626ms              (1 1 1)         (1 1 1)        37        0B        0B         -           -  GeForce GTX TIT         1         7         822           -                    -  inverse_gauss_kernel(float**, float**, int) [7049]
1.03318s  10.080us             (64 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1303         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03320s  12.384us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1304         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03325s  7.7120us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1305         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03327s  5.8560us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1306         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03329s  35.232us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1307         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03333s  11.489us             (63 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1308         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03335s  10.688us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1309         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03340s  5.7610us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1310         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03342s  7.1040us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1311         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03344s  36.545us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1312         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03348s  9.4720us             (62 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1313         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03349s  11.520us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1314         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03354s  6.9440us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1315         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03356s  5.7920us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1316         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03359s  35.232us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1317         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03363s  9.1850us             (61 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1318         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03364s  10.432us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1319         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03369s  5.7600us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1320         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03371s  6.9760us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1321         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03373s  37.153us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1322         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03377s  9.1840us             (60 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1323         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03378s  11.520us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1324         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03383s  5.6640us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1325         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03385s  6.9450us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1326         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03388s  35.616us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1327         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03392s  9.2810us             (59 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1328         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03393s  10.208us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1329         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03398s  6.9760us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1330         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03400s  5.7280us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1331         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03402s  36.865us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1332         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03406s  8.0640us             (58 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1333         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03408s  10.401us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1334         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03413s  7.0080us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1335         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03415s  5.7280us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1336         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
1.03418s  36.545us              (1 1 1)        (64 1 1)        18      768B        0B         -           -  GeForce GTX TIT         1         0       -1337         822              (0 0 0)  transform_matrix(float*, float*, int, int)
1.03422s  8.2560us             (57 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1338         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03424s  11.552us              (1 1 1)       (256 1 1)        14  2.1800KB      124B         -           -  GeForce GTX TIT         1         0       -1339         822              (0 0 0)  void iamax_kernel<float, float, int=256, int=0>(cublasIamaxParams<float, float>)
1.03428s  5.7920us              (1 1 1)       (256 1 1)         8        0B      256B         -           -  GeForce GTX TIT         1         0       -1340         822              (0 0 0)  void scal_kernel_val<float, float, int=0>(cublasScalParamsVal<float, float>)
